"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum","dscrgrp","ctzcntr","brncntr","feethngr","pbldmna","volunfp","mbtru","emplrel","impcntr","hincfel","polintr","aesfdrk","gincdif","freehms","vteurmmb","lrnobed","domicil","loylead","wprtbym","actrolga"
"1969",NA,NA,"4","4","3","2","2","4","2","4","1","3","3","6",NA,"4","3","4","0","2","3",NA,"3","5",NA,"3","2","2","2","3","1","3","3","2","4","2","1","2","3","1","4","4","2","1","1","1","2","2","3","6","1","2","4","2","1","2",NA,"2","2",NA,"2","1"
"1999","1",NA,"3","4","2","3","2","2","3","2","3","3","5","4","4","5","8","8","7","8","8","8","8","7","7","7","9","7","2","3","2","2","2","2","4","2","2","2","3","3","2","4","2","1","1","1","2","2","3","1","1","2","3","2","1","1","1","2","4","3","1","2"
"1943","1",NA,"4","4","3","4","2","4","2","2","1","1","4","6","6","5","5","8","5","4","5","7","3","10","5","4","4","8","2","5","2","3","3","2","4","2","2","2","3","2","4","2","2","1","1","1","2","2","3","6","2","2","3","3","4","2","2","2","4","2","4","2"
"1987","1",NA,"3","1","4","2","1","2","3","3","1","0","2","6","6","1","7","6","6","6","8","9","1","7","5","6","6","6","2","2","2","2","2","1","6","2","2","4","3","3","1","4","1","2","2","1","1","1","3","1","3","2","3","3","3","2","1","2","4","2","2","2"
"1972",NA,NA,"2","3","1","1","1","2","1","1","0","3","5","5",NA,"2","8","9","5","7","8","3","3","5","5","7","4","5","2","5","1","1","2","2","5","2","1","1","1","1","4","4","2","2","2","1","2","2","3","1","1","2","3","3","1","2","1","1","3","1","2","2"
"1951",NA,"3","3","4","1","3","1",NA,"3","1","1","3","5","6","6","7","7","9","7","9","9","4","7","9","9","5","8","5","2","4","3","1","2","1","4","1","2","1","1","1","3","3","2","1","1","1","2","2","2","1","2","1","2","2","1","2","1","2","5","2","1","2"
"1955",NA,NA,"3","5","3","4","2","3","3","3","0","1","5","5","6","5","7","8","2","4","5","6","4","8","4","6","4","5","2","4","3","2","3","2","6","2","2","2","2","2","3","4","2","1","1","1","2","2","3","6","2","3","4","2","4","3","55","2","3","4","2","2"
"1941","4","4","4","5","2","4","2","4","4","3","0","1","4","3","3","3","3","7","2","5","5","7","5","6","5","5","2","4","2","3","2","3","5","2","5","5","5","3","2","2","3","4","2","1","1","1","2","2","3","1","2","2","2","3","2","3","1","2","4","3","3","2"
"1939","1",NA,"2","3","2","2","1","1","2","3","0","0","4","6","6","6","6","7","3","5","4","8","3","8","5","6","2","6","1","4","3","2","2","2","4","1","1","2","2","1","3","3","2","1","1","1","2","2","3","6","2","1","4","2","3","2","2","2","4","3","3","1"
"1973",NA,NA,"1","4","4","4","1","2","4","2","5","5","6","6","6","4","5","5","1","4","5",NA,"10","8","7","0","8","1","2","2","2","2","4","1","2","2","2","2","2","2","2","3","2","1","1","1","2","2","3","1","3","2","2","2","4","2","1","1","4","1","2","5"
"1997",NA,NA,"1","5","1","5","1","3","1","1","1","0","6","6","6","6","9","10","4","9",NA,NA,"7","8","5","8","6","9","1","4","1","1","2","1","5","1","2","1","2","4","4","3","2","1","1","1","1","1","3","1","1","2","2","4","1","1","2","1","4","3","1","2"
"1933",NA,NA,"3","5","3","3","2","5","1","2","0","0","5","5","6","0","6","6","5","6","7","8","2","10","6","6","2","5","1","4","2","3","2","1","5","1","3","1","1","1","3","4","1","1","1","1","2","2","3","1","3","2","3","4","1","2","55","2","3","1","2","1"
"1948","1","1","1","1","1","4","1","1","5","1","3","3","6","6","6","4","6","6","3","3","0","7","0","8","1",NA,"17","5","1","1","1","1","4","3","4","4","2","1","1","1","2","55","2","1","1","1","2","2","3","1","3","1","2","3","2","3","2","3","1","4","2","2"
"1969","6",NA,"2","6","2","2","2","2","5","1","0","4","5","6","6","2","8","8","7","6","8","5","5","8","6","10","9","8","1","1","1","1","1","1","6","6","4","1","1","4","1","4","2","1","1","1","2","1","3","2","2","2","3","1","1","1","2","2","4","4","2","3"
"1968",NA,NA,"1","3","1","2","1","1","2","2","1","2","2","6","1","1","8","9","2","3","2","4","4","5","5","3","9","7","4","3","1","3","2","2","5","2","2","2","2","6","3","2","2","1","1","2","2","2","3","2","3","2","2","2","1","1","55","3","3","4","2","2"
"1959","2","2","4","4","1","3","1","4","1","2","0","0","4","6","6","5","6","7","3","3","4","4","6","9","7","5","6","5","1","4","2","2","3","1","6","2","1","2","2","2","6","4","2","1","1","1","2","2","3","1","1","2","3","4","1","1","1","2","3","2","2","1"
"1951",NA,NA,"3","3","3","3","1","5","2","3","0","1","3","6","6","3","2","2","0","1","2",NA,"4","8","7","3","9","0","3","5","3","5","3","2","5","3","2","2","2","2","4","3","2","1","1","1","2","2","3","1","2","2","3","2","1","1","1","4","1","4","3","1"
NA,NA,"7","4","4","4","5","5","5","5","5","4","4","4","4","4","8","9","6","9","6","8","7","8","7","7","9","6","8","5","5","5","4","6","4","6","6","6","4","4","5","5","4","2","1","1","2","2","2","3","6","3","4","3","4","4","4","33","3","4","3","4","3"
"1936",NA,NA,"5","5","2","4","1","5","3","3","0","0","6","4","4","4","3","9","3","4","7","6","3","7","4","5","2","3","3","4","3","3","3","2","6","2","2","2","2","2","5","3","2","1","1","1","2","2","3","1","3","2","4","2","2","3","2","2","4","3","2","1"
"1967",NA,NA,"2","2","5","3","4","3","5","3","4","6","3","6","6","8","8","7","6","8","6",NA,"0","9","5","0","5","7","4","5","3","5","5","3","2","3","5","2","6","3","4","3","2","1","1","1","1","2","3","2","4","2","1","3","2","1","2","2","3","2","2","3"
"1953",NA,NA,"1","3","2","2","1","3","2","1","1","4","4","6","5","5","5","6","2","5","6",NA,"4","7","6","3","8","5","2","2","1","2","1","1","4","1","1","2","1","1","2","4","2","1","1","1","2","2","3","2","2","2","2","3","2","2","1","2","1","4","2","3"
"1969","6",NA,"1","6","1","2","2","2","2","4","3","4","3","6","6","7","9","9","6","4","4","5","7","9","8","9","9","9","2","1","1","1","2","1","4","5","4","2","1","4","2","4","2","1","1","1","2","1","3","2","2","1","4","1","1","1","55","3","4","4","2","2"
"1971",NA,NA,"2","2","2","2","2","4","2","2","4","2","4","2","2","4",NA,NA,NA,NA,NA,NA,"2","4","4","6","4",NA,"2","4","2","2","2","2","4","2","2","2","2","2","4","4","1","2","2","2","2","2","3","1","2","2","3","2","2","4",NA,"2","4",NA,"2",NA
"1974",NA,NA,"1","3","1","2","2","4","1","1","1","5","4","6","6","3","6","8","4","6","6","8","6","7","5","7","6","8","3","2","1","1","1","4","3","1","5","2","3","5","1","4","2","1","1","1","2","1","3","1","2","2","2","3","1","2","55","1","4","1","1","3"
"1949",NA,NA,"4","4","1","5","1","4","2","2","0","0","4","5","5","5","5","7","2",NA,NA,"5","5","6","5","5","2","3","1","5","3","1","3","1","5","1","5","2","1","1","4","4","2","2","2","2","2","2","3","1","1","3","4","2","2","2","1","3","5","3","3","1"
"1961","2","2","3","4","1","3","2","3","3","3","0","2","6","5","5","3","7","7","7","7","7","3","0","10","5","6","1","5","3","5","3","2","2","2","4","2","2","2","2","2","5",NA,"2","1","1","1","2","2","3","6","3","4","3","2","1","5","1","2","4","2","2","1"
"1949","5","5","2","2","3","1","2","3","4","3","2","3","4","5","3","5","6","7","5","6","7","6","6","9","7","5","9","6","4","3","4","3","2","1","3","2","2","3","3","1","3","3","2","1","1","1","2","2","2","1","3","1","2","3","2","3","1","2","1","2","1","1"
"1971",NA,NA,"2","4","4","2","3","4","3","4","1","1","5","5","5","7","6","7","5","6","9","4","5","9","6","1","17","5","3","2","5","4","4","3","2","3","4","2","2","4","4","3","2","1","1","1","2","2","1","1","3","2","2","2","2","1","1","3","4","5","2","3"
"1937",NA,NA,"2","5","1","3","3","3","3","3","6","1","5","6","6","2","1","7","0","4","4","5","9","10","10","7","17","2","3","5","1","1","4","2","4","2","3","2","2","2","2","3","2","1","1","1","2","2","3","1","3","1","3","3","2","2","1","1","4","4","2","2"
"1965","3",NA,"2","4","1","3","1","2","4","3","1","3","5","5","6","7","6","9","4","4","5","5","7","7","6","6","4","4","2","3","1","2","2","2","5","2","2","1","2","2","4","3","2","1","1","1","2","2","3","2","1","2","3","2","2","2","1","2","3","2","2","3"
"1965",NA,NA,"2","4","3","3","2","2","1","3","1","1","6","4","5","5","3","4","2","2","2","6","2","7","2","6","4","5","1","3","2","1","2","1","5","3","1","1","2","2","2","3","2","1","1","1","2","2","3","6","2","3","3","2","3","2","2","2","3","2","1","2"
"2003",NA,NA,"1","3","3","2","1","1","4","1","0","3","6","6","6","0","7","4","0","7","8","4","1","10","10","10","9","7","4","1","1","1","3","1","4","2","2","1","1","4","1","4","2","1","1","1","2","2","3","1","3","2","4","4","1","1",NA,"2","4","3","2","1"
"1968",NA,NA,"3","3","3","3","1","3","2","3","1","2","6","5","5","4","5","9","5","6","10","6","0","9","7","9","9","5","2","3","3","1","3","2","5","1","1","2","1","1","3","4","2","1","1","1","2","2","3","6","3","2","2","2","3","3","1","2","3","2","3","2"
"1958","6",NA,"1","6","1","1","1","1","1","2","1","3","5","5","5","4","10","9","4","8","8","5","5","10","8","8","9","6","1","3","1","1","1","1","2","3","2","2","1","2","2","4","2","1","1","1","2","2","3","1","2","2","3","1","1","2","1","1","3","4","2","2"
"1960","4","4","3","4","2","2","1","5","4","3","5","6","6","6","6","0","3","2","0","4","4","8","2","10","10","10","4","2","4","3","1","2","1","1","4","2","1","2","1","3","3","2","2","1","1","2","2","2","3","6","2","1","2","2","1","1","1","1","4","3","3","3"
"1952","1","1","4","6","3","4","1","4","3","2","0","3","4","4","4","7","3","8","5","4","5","4","6","10","7","6","4","6","1","4","3","2","2","1","5","3","2","2","4","2","2","5","1","1","1","2","2","2","2","1","2","2","2","2","1","4","1","1","3","2","2","2"
"1980","2","2","2","3","2","4","2","4","3","2","3","3","4","3","3","0","8","8","6","4","4","3","7","6","6","8","8","6","2","4","2","2","4","3","4","3","3","3","2","3","4","5","2","1","1","1","2","2","2","1","1","2","2","3","2","2","1","2","1","2","3","3"
"2005",NA,NA,"3","4","1","3","1","3","2","3","0","2","5","4","4","4","5","7",NA,NA,NA,NA,"8","5","3","10","6",NA,"3","4","2","3","2","3","5","1","1","2","1","1","3","4","1","2","2","2","2","2","3","6","1","2","4","3","2","2","65","1","4","3","1","1"
"1933",NA,NA,"1","5","1","3","1","4","1","2","0","0","5","5","5","2","9","8","2","5","5","4","6","8","5","3","2","2","2","5","1","1","3","1","5","4","1","2","2","1","4","4","2","1","1","1","2","2","3","2","2","2","4","2","1","3","1","1","3","1","2","1"
"2002","5",NA,"1","4","1","2","2","2","3","1","3","1","5","6","6","5","9","10","6","8","10","5","8","8","7","8","8","8","1","3","2","1","3","3","3","3","2","1","1","1","1","4","2","1","1","1","2","2","3","1","2","1","2","2","2","2","1","2","3","2","1","2"
"1977","1","1","1","1","1","1","1","2","3","1","4","4","5","6","6","7","7","7","7","6","6","6","3","8","6","7","9","7","2","2","2","2","1","2","4","2","3","1","1","3","2","3","2","1","1","1","2","2","3","1","3","2","3","3","4","1","1","1","3","1","4","3"
"1964","3","3","2","4","1","5","1","3","4","5","4","4","6","6","6","7","7","7","2","0","3","0","7","10","7","10","8","3","2","4","2","1","1","1","3","5","6","2","1","3","4","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","4","4","3","4"
"1983","5","5","1","4","1","4","2","1","2","2","1","4","6","6","6","7","6","8","3","4","5","6","4","8","7","7","17","4","2","2","2","1","2","2","4","2","2","2","1","2","3","3","2","1","1","1","2","1","3","1","2","2","3","2","3","1","1","2","3","2","2","3"
"1957","2",NA,"3","5","1","4","1","2","1","1","4","2","6","6","6","3","3","3","1","4","3","2","7","7","6","5","9","3","3","5","2","2","2","1","3","3","4","2","2","1","2","4","2","1","1","1","2","2","2","1","2","1","2","2","1","1","1","2","4","3","2","2"
"1951","1","1","4","4","4","3","4","4","3","4","4","4","3","3","3","5","3","3","3","3","3","7","2","9","2","1","4","3","2","4","4","4","3","3","5","3","3","4","4","3","4","1","2","1","1","1","1","2","1","1","3","1","2","2","2","5","2","1","5","3",NA,"2"
"1983",NA,NA,"1","3","1","4","1","3","4","1","6","0","4","6","4","9","9","10","1","2","6","3","4","8","4","5","12","4","2","1","2","3","1","1","3","2","2","2","2","3","2","2","2","1","1","1","1","1","1","1","2","1","2","2","1","3","55","2","3","4","1","2"
"1978",NA,NA,"2","2","3","2","2","2","3","3","5","6","3","6","6","0","9","9","8","9","7",NA,"8","10","10","5","12","8","4","1","2","4","2","2","2","2","3","3","2","4","2","3","2","1","1","1",NA,NA,"3","6","1","2","2","2",NA,"2","1","2","1","2","2","3"
"1990",NA,NA,"1","5","1","1","1","1","2","2","2","3","4","6","6","7","7","9","1","5","5","5","5","10","5","8","8","3","3","3","1","2","2","2","5","1","2","2","2","2","3","4","2","1","1","1","2","2","3","1","2","2","3","1","2","2","2","3","4","5","1","1"
"1953","1","1","3","3","1","2","1","2","2","3","4","4","4","6","6","5","0","8","3","3",NA,"8",NA,"10","5","1","4","4","4","3","3","2","2","1","3","4","2","2","2","3","3","1","2","1","1","1","2","2","2","1","2","2","3","2","3","2","44","1","4","2","3","1"
"1975",NA,"2","3","6","2","4","1","2","1","1","0","0","5","5","5","4","9","9","7","8","8","2","10","9","9","5","8","8","1","3","4","1","2","1","6","1","4","1","1","1","5","2","2","1","2","1","2","2","3","3","1","2","4","2","1","5","1","2","4","2","2","1"
"1999",NA,"3","1","1","1","1","1","1","1","1","2","2","3","6","6","6","0",NA,"0","0","0","0","10","8","7",NA,"9","0","4","1","1","1","1","1","3","1","1","1","1","1","1","5","2","1","1","1","1","2","3","6","1","2","3","1","1","1",NA,NA,"4",NA,NA,"2"
"1963",NA,NA,"2","4","1","2","1","2","3","2","0","0","6","3","4","6","4","5","1","2","2",NA,"5","8","4","6","4","1","1","2","1","1","2","1","5","1","3","1","1","1","5","4","2","1","1","1","2","2","3","6","2","3","4","1","1","2","1","2","4","1","1","1"
"1960","6",NA,"2","6","2","2","2","2","2","3","0","2","5","4","4","7","8","9","2","3","6","5","8","9","8","9","8","3","2","2","1","2","2","2","5","5","5","4","3","3","3","3","2","1","1","1","2","1","3","1","2","2","3","2","1","2","2","3","4","5","2","2"
"1988","5","5","2","2","2","2","2","2","1","1","0","4","5","6","6","3","6","6","5","5","5","6","4","7","6","5","9","4","1","1","1","1","1","1","2","2","3","3","2","2","2","3","2","1","1","1","1","2","3","1","2","2","4","3","3","1","1","2","3","2","4","3"
"2000",NA,NA,"2","3","1","3","3","3","3","2","4","4","5","6","6","5","6","7","5","6","6",NA,"7","9","8","8","9","4","2","3","1","1","3","1","2","3","3","2","1","4","3","4","2","1","1","1","2","2","3","6","2","7","3","2","2","2","1","2","3","3","2","1"
"1996","3",NA,"1","2","1","2","1","1","3","2","1","0","4","6","6","5","0","0","0","0","0","5","2","8","5","7","9","0","2","2","2","2","2","1","5","1","3","1","2","1","2","4","2","1","1","1","2","2","3","6","2","2","3","1","1","1","1","2","4","2","3","1"
"1945","1",NA,"1","3","1","2","2","2","3","3","2","2","4","6","6","1","0","7","4","4","4","6","3","7","5","4","2","4","6","3","2","2","2","1","4","2","3","1","1","1","2","2","2","1","1","1","2","2","3","1","2","2","3","4","3","2","2","1","3","4","2","1"
"2006",NA,NA,"1","5","1","2","1","2","3","2","0","2","5","6","4","5","5","6","3","5","6",NA,"7","10","9","8","4","4","2","3","2","2","1","1","5","2","2","2","2","3","3","5","2","1","1","1","2","2","3","6","1","1","4","2","1","1","1","2","4","2","1","1"
"1979","3",NA,"1","6","1","5","3","5","6","1","4","2","5","6","6","6","5","7","0","5","8","5","7","8","7","5","8","2","1","3","1","1","4","3","3","3","5","1","2","2","1","3","2","1","1","1","2","2","2","1","1","1","2","1","1","1","1","1","3","1","1","2"
"1994","1",NA,"3","3","2","2","1","1","1","2","0","3","6","6","6","7","8","9","0","5","7","10","0","10","6","8","8","0","2","2","2","2","2","2","3","3","3","3","3","3","3","4","2","1","1","2","2","2","3","1","3","1","4","2","1","2","1","1","4","2","1","1"
"2003",NA,"4","3","3","4","4","4","4","4","4","5","5","2","4","4","4","6","6","7","7","8","6","4","8","6","6","6","4","4","4","4","4","4","4","3","3","4","4","4","4","4","3","2","2","1","2","2","2","2","6","4","3","2","2","3","3","44","5","4","4","4","4"
"1952","4","4","3","3","2","1","3","3","2","4","2","4","3","5","3","2","4","4","2",NA,NA,"7","5","5","3","5","2","4","3","4","2","3","3","1","4","3","3","3","3","3","4","3","2","1","1","1","2","2","3","1","2","1","3","1","3","3","2","2","4","4","2","2"
"1980","3",NA,"3","5","2","3","2","2","4","1","0","0","4","6","6","2","5","5","0","3","2","4","7","8","5","5","9","3","3","3","2","2","3","2","3","2","5","3","2","4","2","4","2","1","1","1","2","2","3","1","2","2","3","2","2","2","1","1","4","3","3","2"
"1997",NA,NA,"2","3","3","3","2","2","3","4","4","4","4","5","5","3","7","6","0","6","6",NA,"5","7","7","6","8","5","4","2","2","3","2","3","3","4","1","2","3","4","2","4","2","1","1","1","2","2","3","1","2","1","4","2","1","1","33","2","4","3","3",NA
"1980",NA,NA,"2","1","2","2","2","2","5","2","1","5","5","5","6","0","6","6","1","1","0",NA,"6","2","0","8","4","0","2","2","2","2","2","2","5","2","2","1","2","3","2","4","2","2","2","2","2","2","3","1","3","3","4","3","1","1","55","3","3","2","2","2"
"1982",NA,NA,"2","2","2","1","1","2","5","2","2","4","5","5","5","0","5","7","0","0","0","5","3","6","0","8","11","0","2","2","1","2","2","2","4","2","1","1","1","2","3","4","2","1","1","1","2","2","3","1","4","3","4","3","2","2","55","3","3","2","1","2"
"1993",NA,NA,"2","4","1","3","3","2","2","3","3","1","4","6","6","4","6","6","3","2","2",NA,"5","8","7","7","8","3","2","4","2","3","3","3","3","3","3","2","2","3","3","3","2","1","1","1","2","2","3","1","2","2","3","2","1","1","1","4","3","5","4","2"
"1977",NA,NA,"3","4","2","4","3","4","3","3","3","2","5","6","6","5","6","8","0","6","7","3","6","9","6","5","4","2","2","4","1","1","3","2","3","3","4","2","3","3","3","3","2","1","1","1","2","2","3","1","1","3","3","1","2","1","1","2","4","3","3","2"
"1980",NA,NA,"3","5","1","2","2","3","4","2","0","2","5","6","6","3","6","6","0","4","6",NA,"4","10","8","8","4","0","2","4","2","2","2","1","4","2","2","2","2","3","4","5","2","1","1","1","2","2","1","2","3","2","4","2","1","2",NA,"2","3","2","1","2"
"1941","2","1","1","4","2","1","1","1","1","2","0","4","6","6","5","5","2","6","0","6","5","6","3","10","6","7","2","0","3","4","1","1","1","1","4","1","1","2","1","1","3","4","2","1","1","1","2","1","2","2","3","2","4","2","2","3","1","2","4","3","2","3"
"1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"5","5","4","3","7","2","5","5",NA,NA,"8",NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1","1","2","2","3","3",NA,"2","3",NA,NA,NA,NA,"2","4","2",NA,NA
"1992","2","2","2","1","2","3","3","2","4","4","4","5","3","6","6","5","7","7","0","2","4","4","3","7","7","5","20","4","4","1","1","4","3","2","2","4","4","3","1","4","1","3","2","1","1","1","2","2","3","1","2","2","3","3","2","2","1","1","1","2","4","2"
"1978",NA,NA,"4","2","3","3","1","2","2","4","4","4","5","4",NA,"3","6","5","4","7","5",NA,"7","6","4","6","3",NA,"2","5","1","3","1","1","6","2","3","2","1","1","3","4","2","2","2","2","2","2","3","1","1","3","4","2","2","4","55","2","3","1","1","1"
"1956",NA,NA,"3","4","3","3","2","1","1","3","0","0","4","6","6","5","5","10","3","5","6",NA,"5","8","5","10","4","4","2","1","1","3","3","1","4","5","2","3","3","3","1","4","1","1","1","1","1","2","3","1","3","1","2","4","2","3","1","3","3","4","2","3"
"1965",NA,NA,"2","4","2","2","1","3","2","1","0","0","5","6","5","3","1","1","0","1","1",NA,"3","8","7","3","9","0","2","5","2","2","2","2","5","1","2","1","1","1","3","2","2","1","1","1","2","2","3","6","2","2","4","2","1","1","1","4","3","5","4","1"
"2002",NA,NA,"1","1","1","1","1","1","4","3","6","6","0","6","6","0","0","0","0","0","0","5","10","10","7","1","9","0","4","1","1","4","1","1","1","4","1","3","1","6","1","4","2","1","1","1","2","2","3","6","3","1","4","2","2","1","1","1","4","1","1","2"
"1948","2",NA,"4","5","1","3","1","5","5","3","0","0","6","6","6","3","10","10","0","5","8","5","10","10","5","10","17","10","1","5","3","2","4","2","6","2","4","3","2","2","5","3","2","1","1","1","2","2","3","1","1","1","3","2","2","2","1","2","3","2","2","1"
"1981",NA,NA,"2","4","2","2","2","2","2","2","3","3","3","4","4","3","6","8","0","5","7","4","3","10","6","6","9","0","2","4","2","2","2","2","3","2","2","2","2","2","2","4","2","1","1","1","2","2","3","1","3","3","4","2","3","3","1","3","3","3","2","1"
"1983",NA,NA,"3","3","2","2","2","2","2","2","3","3","4","4","4","5","8","8","5","7","7","5","5","8","8","7","4","5","3","3","3","3","2","2","3","2","2","2","2","2","2","4","2","1","2","1","2","2","3","1","3","2","3","2","2","2","1","2","3","2","2","2"
"1976","2",NA,"4","6","1","6","4","6",NA,"1","0","0","5","6","6","5","8","6","3","6","5","0","10","9","5","10","9","8","1","4","1","1","4",NA,"6","1","6","1","2","4","4","4","2","1","1",NA,"2","1","3","1","1","2","2","2","2","1","1","4","4","4","4","1"
"1991","3","3","3","4","2","2","4","3","5","2","2","3","4","4","4","5","4","6","1","5","3","4","5","6","4","6","11","2","3","3","3","3","3","2","4","3","5","2","2","3","2","3","2","1","1","1","1","2","3","1","2","1","2","2","2","1","1","2","1","4","3","2"
"1973","2","2","1","2","2","1","3","3","1","2","3","4","3","5","4","5","8","8","4","6","7","4","6","10","8","6","8","5","4","2","2","3","1","3","2","2","1","2","2","3","2","4","2","1","1","1","2","1","3","2","2","1","2","2","2","2","1","3","1","5","4","1"
"1960",NA,NA,"2","3","1","2","1","3","2","2","0","0","5","6","6","2","1","1","1","1","1",NA,"5","8","6","5","6","1","2","4","2","2","2","1","5","2","2","2","2","2","2","3","2","1","1","1","2","2","3","2","2","2","4","2","1","1","1","5","3","5","4","1"
"1988","3","3","2","3","1","3","2","2","2","2","3","3","5","6","6","4","6","7","2","6","6","4","5","9","8","8","11","6","2","3","3","2","2","2","3","2","3","1","1","2","2","3","2","1","1","1","2","2","3","1","1","2","3","2","2","1","1","2","1","3","2","2"
"1989",NA,NA,"2","2","2","3","1","3","2","2","4","3","3","6","6","5","7","8","6","6","5","5","5","7","5","5","9","6","3","2","2","2","2","2","2","2","3","3","1","2","2","4","2","1","1","1","2","2","3",NA,"1","2","4","3","1","1","55","2","3","3","4","2"
"2004","1",NA,"3","3","3","3","1","3","2","3","0","4","4","6","3","8","7","9","5",NA,"7","7","1","8","6","8","9","6","4","2","2","4","2","2","4","3","1","2","2","3","2","3","2","1","1","1","2","2","3","1","1","2","3","2","2","1","1","3","4","3","3","2"
"1997","1","1","2","2","4","3","2","3","2","2","4","3","6","6","6","6","6","6","6","6","6","2","6","8","8","6","10","6","3","2","2","3","3","2","3","2","2","2","2","2","2","3","2","1","1","1","2","1","3","1","2","2","2","2","2","1","1","3","3","1","3","2"
"1940",NA,NA,"3","4","3","3","2","3","3","2","1","3","4","5","4","2","6","6","4","6","6","3","2","8","8","8","4","6","3","4","2","3","2","3","2","3","3","2","2","2","4","4","2","1","1","1","2","2","2","1","3",NA,"3","4","2","3","1","2","2","3","1","1"
"1989",NA,NA,"4","4","4","4","4","4","4","4","4","4","4","2","4","5","4","6","4","4","7","5","4","4","2","5","4","5","4","5","5","5","5","4","4","3","3","3","4","4","5","3","2","2","1","2","2","2","2","6","3","3","3","2","3","3","33","5","4","4","3","3"
"1996","8","8","3","6","2","4","4","4","5","1","3","0","4","6","6","8","6","5","3","7","6","2","10","7","9","9","18","3","1","5","4","3","4","5","3","5","4","1","1","4","5","4","1","1","1","1","1","1","3","1","1","1","3","3","2","1","1","4","4","4","4","1"
"1938",NA,NA,NA,NA,"2",NA,"2","3","3",NA,"1",NA,"3","5","5","6","7","8","5",NA,NA,NA,NA,"10","5",NA,"4","5",NA,NA,"3","3",NA,NA,"5","2",NA,NA,"3","2",NA,"3","2","1","1","1","2","2","3","6","3","1","3","7","2","3","1","1","4",NA,"2","1"
"1987","5","5","1","3","3","2","2","2","2","2","0","5","3","6","6","1","7","8","6","7","5","7","7","10","8","6","9","7","5","2","2","3","2","1","5","2","5","2","2","2","4","4","2","1","1","1","2","2","3","2","4","1","2","3","4","3","1","1","3","1","3","3"
"2001",NA,NA,"1","2","1","2","3","1","2","2","4","3","4","6","6","2","5","6","0","5","5","5","10","8","9","8","16","2","3","1","1","2","2","1","2","3","3","2","1","4","1","4","2","1","1","1","2","2","3","6","1","1","3","2","1","1","1","2","1","3","3","1"
"1958","2","2","4","5","1","5","1","5","2","2","0","0","5","6","6","3","3","6","1","4","5","2","10","10","10","8","4","2","1","4","3","1","4","1","4","1","1","1","1","3","5","3","2","1","1","1","2","2","3","6","1","3","3","2","1","1","1","2","1","2","1","1"
"1987",NA,NA,"1","3","1","2","3","2","3","3","4","3","4","6","4","5",NA,"8","7","7","7","5","9","9","6","8","9","9","4","2","1","3","1","1","3","2","4","1","1","2","1","4","2","1","1","1","2","2","3","1","2","2","3","3","2","1","1","1","3","2","4","1"
"1953",NA,NA,"3","4","3","3","2","3","3","3","3","0","5","6","6","5","0","0","0","2","1","5","0","9","0","3","17","5",NA,"3","2","3","3","1","3","3","3","2","1","3","3","4","2","1","1",NA,"2","2","3","6","2","2","3",NA,"3","2","2","1","1","4","2","2"
"1982","8",NA,"1","5","1","1","1","4","1","1","0","2","6","6","6","7","8","8","4","4","4",NA,"4","10","9","2","8","4","2","2","1","1","1","1","6","2","2","1","1","1","2","3","2","1","1","1","2","2","2","1","1","2","2","1","3","1","1","2","4","5","2","3"
"1969","4","4","2","4","2","2","2","2","2","3","3","4","5","4","5","7","1","7","2","5","6","9","3","7","4","6","9","4","4","3","3","3","2","2","4","2","2","2","2","2","3","3","2","1","1","1","2","2","3","1","3","2","2","3","2","1","1","4","4","3","2","2"
"2005",NA,NA,"3","3","3","3","3","3","3","3","5","4","4","4","4","9",NA,NA,NA,NA,NA,NA,"8","8","8","9","4",NA,"3","3","3","3","3","3","3","5","5","3","3","3","3","4","2","1","1","2","2","2","3","6","1","2","4","2","2","2","65","3","3",NA,"2",NA
"1973","5","5","2","2","1","2","1","2","2","2","3","4","5","5","5","3","6","7","3","6","6","6","8","10","6","5","17","4","2","2","1","3","2","1","3","3","2","3","3","3","3","3","2","1","1","1","2","2","3","2","4","1","2","1","2","2","1","2","4","2","3","2"
"1961",NA,NA,"2","6","2","2","2","2","3","4","0","4","5","6","6","8","8","8","2","3","3","6","3","9","6","9","8","5","2","4","2","1","1","3","6","5","4","2","2","4","2","4","2","1","1","1","2","2","2","1","3","2","2","1","2","2","2","2","4","2","2","2"
"1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3","6","6","3","2","3","2","1","2",NA,NA,"4","4","7","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","1","1","1","2","2","3","6","1","3","4",NA,"1","1",NA,"3","4","7","3","1"
