"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum"
1957,66,66,3,4,2,3,2,3,3,4,4,3,3,4,3,7,7,6,8,7,6,5,6,7,7,6,4,7,3,1,2,3,2,3,3,4,3,3,4,3,3,3
1966,66,66,2,5,2,4,2,2,2,4,2,2,4,5,5,0,6,6,5,5,5,5,2,8,0,7,8,6,2,4,2,3,3,2,4,2,2,3,2,4,4,4
1992,3,66,3,3,4,2,3,2,3,2,1,3,4,5,5,0,0,1,1,1,1,77,3,4,2,5,8,0,3,2,1,4,3,2,3,4,88,3,1,3,2,4
1995,77,66,66,66,66,66,66,66,66,66,4,4,3,4,3,5,6,6,5,9,10,77,8,10,4,8,18,8,66,66,66,66,66,66,66,66,66,66,66,66,66,5
1958,66,66,2,5,3,3,1,2,2,3,3,3,6,6,6,6,7,9,4,5,88,77,5,10,6,4,2,5,3,3,2,2,3,3,4,5,2,1,2,1,2,4
1967,66,66,3,2,1,3,1,4,2,2,2,1,4,6,6,1,2,8,1,3,5,5,8,7,4,7,9,2,2,3,3,2,3,1,3,2,2,2,2,2,3,3
1961,6,66,3,3,1,2,3,2,4,2,4,4,5,6,5,5,7,7,3,6,7,5,5,9,7,4,9,4,3,2,2,2,2,4,3,3,2,1,1,4,2,4
1992,77,66,1,6,1,2,1,2,1,1,2,1,6,6,6,6,5,5,5,5,5,77,3,7,7,9,9,5,6,3,1,1,2,1,3,4,1,1,1,1,1,4
1972,66,66,2,4,1,2,1,2,2,1,0,3,6,6,5,7,6,8,4,5,5,5,5,8,3,7,9,5,1,3,1,1,2,2,5,2,3,1,1,2,3,3
1943,66,66,5,5,1,2,1,4,2,2,0,0,6,3,3,6,6,8,0,0,0,5,0,5,5,7,1,1,1,4,1,1,1,1,6,1,1,1,1,1,3,5
1936,2,66,4,3,2,2,1,3,3,3,1,1,5,6,6,2,7,8,7,6,6,4,5,6,6,8,4,3,2,3,3,2,2,2,4,3,2,2,1,2,3,5
1968,77,66,3,6,1,2,2,4,3,2,0,0,5,6,4,2,5,6,2,6,6,77,2,9,7,8,4,3,1,6,4,2,2,1,6,2,2,2,2,1,5,5
1985,2,66,1,2,1,1,1,1,2,2,3,6,6,6,6,3,7,8,4,4,4,3,7,8,5,7,9,5,2,3,2,1,1,1,4,1,1,1,1,1,2,5
1964,3,66,2,3,3,2,2,3,3,3,3,4,4,4,4,5,7,7,4,5,5,5,3,7,7,4,5,7,3,2,2,2,2,2,2,2,1,2,2,2,3,4
1948,66,66,3,3,3,3,4,4,4,2,3,4,4,3,3,4,5,5,6,5,6,5,4,3,5,3,8,5,4,2,3,3,3,4,3,3,3,2,1,2,4,3
8888,66,66,4,4,5,5,5,5,5,5,4,3,4,2,4,5,4,4,6,5,7,6,4,6,6,5,4,6,5,6,6,6,6,6,5,5,5,5,5,6,6,3
1963,11,66,2,1,2,2,1,2,2,1,2,3,6,6,6,2,6,5,5,6,6,6,9,9,9,4,8,6,2,5,2,2,3,3,4,2,3,1,1,1,4,4
1994,66,66,66,66,66,66,66,66,66,66,1,5,5,3,3,1,1,1,1,1,1,8,3,7,2,3,7777,1,66,66,66,66,66,66,66,66,66,66,66,66,66,4
1970,66,66,2,3,2,1,1,2,5,2,3,4,6,6,8,1,0,3,0,0,0,88,9,0,0,5,9,1,2,2,2,2,1,2,2,1,1,1,1,2,2,5
1993,66,66,1,1,1,4,1,1,2,2,6,6,5,6,6,5,1,2,0,0,5,5,0,0,0,0,18,0,2,1,1,2,4,4,1,4,3,2,3,4,2,2
2000,77,66,2,2,1,2,3,2,1,2,4,4,4,4,4,1,3,2,3,3,3,77,5,4,4,5,3,3,3,2,1,2,2,2,2,1,1,3,3,2,2,4
2008,66,66,1,1,1,1,1,1,1,1,3,5,5,6,8,10,10,10,88,88,10,88,88,10,10,10,4,88,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2008,66,66,2,1,3,2,3,2,2,3,4,4,4,4,6,7,7,8,7,7,7,6,88,10,7,4,4,7,1,88,3,2,1,3,4,2,1,2,3,2,3,88
1989,77,66,2,3,2,2,2,2,2,2,0,0,6,6,6,5,7,8,0,4,88,88,88,7,7,7,9,0,2,2,2,2,2,2,4,2,2,2,2,2,4,3
1973,77,66,3,3,2,3,1,4,3,4,0,4,4,6,3,1,5,6,5,5,3,77,1,9,6,5,4,77,4,3,2,2,2,1,4,3,5,3,3,3,3,4
1994,3,3,2,4,2,2,2,2,2,2,4,4,6,6,6,2,4,4,2,2,2,4,6,8,6,6,9,4,2,2,2,2,2,2,2,2,2,1,1,2,2,4
1997,66,66,2,3,1,1,2,1,4,2,3,3,4,6,6,6,2,6,1,4,5,4,0,0,10,8,8,1,1,3,1,1,2,1,3,3,3,2,1,6,3,4
1996,5,5,1,1,3,1,3,2,2,3,3,1,3,6,4,6,8,7,5,8,8,5,6,9,8,5,9,7,4,1,1,2,1,2,2,1,1,2,2,3,1,3
1966,5,5,3,4,3,4,1,2,2,2,4,3,4,4,4,6,4,8,4,3,7,6,3,10,6,6,8888,6,2,4,3,3,3,2,4,3,3,2,2,2,4,2
1958,77,77,2,3,2,2,3,2,2,2,3,3,4,6,6,6,0,6,0,1,1,10,1,8,1,5,9,1,2,3,2,3,2,2,4,2,2,1,2,2,2,5
1995,77,66,3,3,1,2,1,2,1,2,2,4,5,6,6,6,9,8,2,7,7,3,6,7,7,7,18,4,2,3,3,2,2,1,4,2,3,2,1,2,3,4
1975,66,66,3,5,3,2,2,2,2,2,6,5,4,3,3,4,3,9,4,7,7,4,6,8,9,6,4,2,2,2,2,2,2,4,2,3,3,2,2,2,2,3
1999,66,66,3,5,1,2,2,3,1,2,1,2,3,6,6,6,8,9,3,6,6,88,5,10,9,8,9,5,1,3,2,3,2,2,5,1,2,1,1,3,3,3
1977,66,66,2,4,3,1,3,2,4,3,2,4,4,4,4,5,6,7,4,5,5,5,5,7,3,5,4,3,3,3,1,3,2,3,5,2,5,2,2,3,3,2
1936,77,66,2,4,4,2,2,2,2,1,0,4,4,6,6,7,6,10,3,5,5,77,2,10,6,5,6,6,3,2,2,3,2,2,2,3,1,1,2,2,2,3
1999,99,99,1,4,1,1,3,2,1,1,6,4,2,6,6,0,4,6,0,4,6,7,10,10,10,8,9999,2,3,1,1,2,2,1,3,4,3,2,4,88,1,5
2003,88,2,3,2,1,2,1,2,3,2,3,4,6,6,6,6,4,5,2,6,6,3,5,8,7,8,8,3,2,2,2,1,2,1,3,1,3,2,1,4,2,4
1954,77,66,1,2,2,1,1,1,2,2,1,5,4,6,5,3,2,0,0,2,2,77,5,9,8,3,17,2,4,3,2,3,1,2,5,2,1,3,1,3,3,2
1953,2,2,6,5,2,3,1,3,2,3,0,1,4,6,6,4,6,6,5,6,6,3,6,7,7,5,6,6,4,3,1,3,1,2,2,1,2,2,1,4,4,4
2005,66,66,1,3,1,2,1,2,2,2,2,3,4,6,3,6,8,7,88,8,8,88,9,6,6,8,9,8,3,2,1,1,1,1,1,2,1,2,1,3,1,4
1965,66,66,3,3,4,5,5,5,5,5,4,5,4,4,4,5,6,7,6,7,7,7,5,5,5,4,8,8,4,4,1,2,3,4,5,5,5,5,5,5,5,4
2001,1,66,3,2,5,4,2,5,4,2,5,2,6,6,6,7,6,7,6,6,7,10,7,10,10,10,9,6,5,4,3,3,2,1,3,3,2,2,3,5,4,3
1988,1,1,1,1,3,1,1,1,1,2,3,3,3,3,5,7,10,10,7,9,9,10,0,10,10,2,18,10,4,2,1,2,1,1,2,2,1,1,1,1,1,2
1998,3,3,1,4,1,1,1,2,2,1,0,3,5,6,8,6,6,6,5,6,6,4,6,8,8,6,18,6,2,3,1,1,1,1,4,2,2,1,1,2,3,4
1946,77,66,4,4,1,4,1,4,2,3,0,0,6,6,6,7,6,8,2,4,8,77,5,8,5,8,9,5,3,4,3,3,4,1,6,2,2,1,3,2,4,3
2002,77,77,2,4,1,2,1,2,3,2,0,2,5,6,4,4,10,10,8,9,10,77,8,10,10,9,9,10,3,3,3,2,1,1,4,2,1,1,1,4,4,5
1997,77,66,1,6,1,2,2,1,2,1,0,1,4,6,6,5,5,8,1,4,7,77,9,10,10,7,9,5,3,2,3,3,2,2,4,2,4,2,1,4,2,3
1957,66,66,4,1,1,3,2,4,4,4,0,1,4,6,3,1,4,4,4,4,4,5,3,7,4,4,2,4,1,4,3,3,3,2,5,2,2,2,2,2,4,3
1971,4,88,2,6,1,2,1,1,2,2,0,0,3,6,3,5,5,10,5,3,5,5,3,10,5,5,4,5,1,6,2,3,2,1,4,2,2,2,2,1,2,3
2007,66,2,3,4,1,3,1,2,3,2,3,4,5,4,5,4,6,6,4,5,5,3,6,6,6,7,4,5,3,3,2,2,2,1,4,1,2,1,1,2,2,4
1978,6,66,2,6,2,2,2,2,5,3,1,4,5,6,6,5,9,9,0,3,2,5,5,10,5,8,17,2,2,2,2,2,2,1,5,3,4,2,1,3,2,4
1956,2,2,2,4,3,4,3,3,2,2,4,4,5,6,6,6,7,7,5,8,6,1,10,9,9,6,5,4,3,4,2,2,1,4,4,3,3,3,1,2,2,4
1951,2,2,4,5,3,5,2,4,2,1,0,0,5,1,4,5,9,9,1,9,10,2,8,6,6,5,4,2,2,4,4,1,3,2,5,4,1,2,2,1,4,3
2001,66,66,2,2,2,2,2,2,2,2,5,0,6,5,4,1,1,3,1,2,5,5,6,5,6,8,8,0,2,4,2,4,2,2,2,2,4,3,2,3,2,4
1992,3,66,1,4,1,3,2,1,2,1,2,2,5,6,6,8,8,10,4,8,8,5,10,9,6,8,8,7,1,2,1,2,1,1,4,2,1,1,1,1,2,4
1957,1,66,3,5,2,4,1,4,2,1,1,1,6,6,6,0,0,6,0,3,5,88,5,9,7,5,9,0,1,4,2,2,5,1,5,1,4,1,1,1,2,3
1965,77,66,3,4,2,1,1,3,2,1,0,1,4,6,6,4,1,0,0,1,1,77,4,8,7,2,9,0,1,5,1,3,2,1,6,2,1,1,2,2,5,2
1952,77,66,3,4,1,5,1,3,5,1,4,0,6,6,6,0,5,8,6,8,5,88,0,7,6,0,2,6,1,6,1,1,5,1,6,1,6,1,1,1,6,5
1949,77,66,4,5,1,3,1,4,1,2,0,2,4,5,5,5,7,9,3,7,6,88,5,10,9,7,4,3,1,3,2,2,2,1,6,1,3,2,1,2,3,3
1978,66,66,3,3,3,6,6,6,6,3,5,4,3,6,6,5,5,5,5,5,4,77,4,9,5,4,8,5,3,3,2,2,5,5,3,5,5,5,3,5,3,4
1990,77,66,1,6,1,4,6,1,6,1,6,4,6,6,6,3,7,7,3,3,3,10,8,6,6,7,9,7,1,1,1,1,1,1,2,6,5,1,1,1,1,4
2003,66,66,2,3,3,1,2,2,2,3,5,4,3,6,6,7,88,1,0,0,0,77,0,9,5,5,9,88,4,1,1,88,1,1,3,3,2,2,2,5,1,3
1974,77,66,2,5,3,3,3,3,3,3,3,3,6,8,3,5,8,8,6,6,7,77,88,9,8,3,9,7,3,4,3,3,3,3,4,3,3,3,3,3,4,2
1979,88,66,1,4,1,3,1,2,2,2,3,3,4,6,4,3,5,7,0,5,0,5,1,8,4,4,8,5,4,4,1,1,2,1,4,1,1,1,1,1,3,4
1960,66,66,2,3,3,3,3,3,3,3,1,1,6,4,4,5,5,5,5,5,5,6,4,5,5,6,4,5,3,3,3,3,3,3,3,3,3,2,2,2,3,4
1963,2,2,1,1,1,1,1,1,1,1,4,6,6,6,6,7,9,8,4,6,6,3,7,10,10,10,17,6,4,1,1,1,1,1,4,1,1,1,1,1,1,3
1952,66,66,3,2,1,3,1,2,1,2,0,4,5,4,5,4,9,8,5,4,3,7,3,8,5,7,4,3,2,4,2,2,3,2,6,2,2,2,2,2,4,4
1962,77,66,2,4,2,2,2,2,2,2,0,1,5,5,8,5,8,8,7,8,8,88,88,8,8,8,9,8,2,4,2,2,2,2,4,2,2,1,1,2,4,4
1950,66,66,2,2,2,2,1,3,2,2,2,0,3,2,3,4,5,2,2,6,6,3,7,2,2,8,9,6,2,2,2,1,1,2,3,2,1,2,1,1,3,5
1987,66,66,2,4,1,4,2,4,2,3,2,1,3,6,6,5,1,5,0,1,1,88,0,5,3,5,4,1,3,4,2,2,3,1,4,4,4,2,3,4,4,3
1952,77,77,2,5,2,2,1,3,3,2,0,3,5,5,5,10,7,8,6,7,7,0,10,10,8,8,11,7,2,4,2,2,2,1,6,1,1,2,1,2,3,5
1977,66,66,5,5,4,4,2,5,1,5,0,0,2,8,8,0,4,6,0,3,3,77,88,5,2,6,2,2,3,6,5,5,4,3,6,3,3,4,3,3,88,2
1977,66,66,1,5,1,2,3,3,2,2,1,3,5,6,6,3,7,7,3,6,6,6,4,10,9,4,9,5,2,5,1,1,2,3,5,3,2,1,1,4,3,4
1937,66,66,4,2,1,2,1,1,2,2,0,0,2,5,6,1,5,3,0,5,5,77,4,8,6,3,4,6,1,1,1,1,2,2,2,2,2,2,1,1,6,3
1960,1,1,5,3,1,4,1,3,2,3,0,0,2,8,2,3,4,4,2,1,1,7,5,10,3,5,4,3,4,4,1,3,4,1,6,1,1,1,2,1,6,3
2005,66,66,4,5,1,3,2,2,3,3,2,1,5,6,6,5,5,6,2,2,6,8,5,7,3,6,4,3,2,4,4,3,3,2,5,2,1,1,1,1,4,2
1946,4,4,3,4,1,3,2,2,2,1,4,1,6,5,6,5,0,5,6,0,4,7,3,8,5,8,4,5,3,4,2,2,3,1,3,2,4,1,1,2,4,3
1981,66,66,1,3,1,2,1,1,1,1,3,2,6,6,5,3,6,7,2,4,5,5,5,10,6,9,9,4,2,2,1,1,2,1,3,3,4,1,1,3,3,4
1986,1,66,3,3,1,1,3,3,2,2,5,2,4,4,2,5,3,6,1,5,2,88,5,8,6,6,11,0,2,4,2,2,2,2,2,2,2,2,2,2,4,4
1966,77,66,2,3,2,2,2,2,2,2,3,2,5,5,3,4,4,3,0,0,0,77,0,2,2,6,6,0,2,3,2,2,2,2,4,2,2,2,2,2,2,4
1987,1,1,1,3,2,5,3,1,3,3,3,3,2,4,6,7,5,7,2,5,5,6,7,8,6,3,9,7,1,1,1,3,2,2,3,5,5,4,3,4,1,4
1946,3,3,3,3,3,2,1,3,2,2,0,3,4,6,5,2,8,7,2,0,6,6,0,8,4,8,4,0,2,3,2,3,2,2,5,2,1,2,2,2,4,4
1986,66,66,1,6,1,1,1,1,4,2,0,4,5,6,6,2,6,7,0,2,3,6,3,10,9,8,9,3,1,2,2,2,2,1,5,6,4,1,1,3,2,4
1975,66,66,3,2,1,1,1,1,4,2,2,2,4,6,6,3,5,8,4,4,5,5,4,7,6,7,9,5,2,1,2,2,2,2,3,2,1,1,1,1,1,3
1937,66,66,4,5,2,3,2,2,2,2,0,1,2,6,6,1,7,8,1,3,6,88,1,7,5,2,3,2,2,5,2,2,2,2,5,5,2,2,2,1,4,3
1972,77,66,4,4,4,4,4,3,3,3,8,8,8,8,8,3,6,6,6,6,6,5,5,88,88,6,8,6,3,4,4,5,5,5,4,3,2,2,2,2,3,4
1985,77,66,4,4,2,4,3,2,4,3,4,5,6,8,4,5,3,6,6,4,88,5,88,6,5,7,13,4,2,3,3,2,3,3,4,3,2,3,3,3,3,3
1981,66,66,4,88,1,2,1,3,1,1,0,2,6,6,6,6,6,6,4,3,4,5,5,10,5,6,4,4,1,2,2,1,1,1,5,2,1,1,2,2,3,3
1998,2,66,3,4,1,2,2,88,3,4,2,2,4,6,6,5,9,10,5,7,10,2,6,9,5,10,18,6,1,4,4,1,1,1,88,1,2,2,1,2,4,4
1949,1,1,4,3,3,3,1,2,2,3,2,3,4,5,6,3,7,9,8,5,5,9,3,10,8,3,4,7,4,4,2,3,3,1,5,2,3,2,1,1,4,4
1992,6,66,1,6,1,1,1,1,5,1,2,5,5,6,6,4,6,7,5,4,3,5,8,10,8,10,9,0,1,1,1,1,1,1,4,6,5,1,1,4,1,4
1973,77,66,1,3,1,1,1,1,4,1,4,3,3,6,3,6,6,6,2,3,3,88,8,10,6,8,17,3,1,3,2,1,1,4,4,2,1,1,1,1,3,5
1964,66,66,2,1,1,2,1,2,6,3,0,4,5,5,5,2,8,6,0,0,1,2,0,6,0,7,4,0,2,3,2,1,2,2,5,2,2,2,2,2,4,4
1953,77,66,3,4,3,2,2,3,3,2,0,1,4,6,5,3,1,1,1,1,1,77,5,9,7,3,7,1,3,2,3,3,3,4,3,4,3,2,3,4,4,3
1977,66,66,4,77,3,2,1,4,4,4,0,5,3,6,3,5,4,4,1,4,5,77,3,9,6,2,8,4,4,2,2,3,2,2,4,4,4,3,3,6,3,3
1980,66,66,1,2,1,2,1,2,3,1,2,6,5,5,5,3,8,9,3,3,6,7,3,7,6,7,9,5,1,1,1,2,2,2,4,1,2,1,1,3,1,4
1986,4,4,4,6,2,5,1,5,2,2,0,0,6,6,3,4,2,5,2,2,2,9,5,10,10,9,18,5,2,6,4,2,2,2,6,1,2,2,1,1,6,3
1943,66,66,3,3,2,3,2,3,3,1,0,0,5,4,6,3,6,7,7,5,6,7,1,5,4,5,2,3,1,2,2,2,2,2,4,3,2,2,2,1,3,4
1950,66,66,2,2,2,1,1,3,1,2,0,3,3,3,3,3,3,6,6,3,4,5,8,6,5,1,3,4,2,3,2,1,1,1,3,1,1,2,1,1,2,4
1950,6,6,5,5,2,5,2,6,1,2,1,0,5,6,6,3,4,5,0,2,2,5,4,7,3,1,2,1,1,6,3,3,5,1,6,1,5,5,2,2,6,3
1954,1,66,2,4,3,2,3,3,2,2,0,0,4,6,6,1,2,6,2,5,5,8,6,10,5,10,4,3,3,2,2,2,2,3,3,3,3,3,3,3,2,3
1959,3,66,3,5,2,4,4,4,2,3,1,2,5,8,8,5,5,6,6,5,6,5,5,8,6,6,6,6,4,4,3,3,3,2,4,5,5,2,2,2,2,3
7777,66,66,4,4,4,4,4,4,5,5,3,3,3,4,4,2,5,5,5,5,5,5,6,4,5,4,5,5,5,5,5,5,5,1,1,3,3,4,4,4,4,2
2007,66,66,1,1,1,1,3,1,1,1,2,4,5,6,6,5,5,7,4,5,6,88,9,6,6,7,4,5,1,1,1,1,1,1,1,2,3,1,1,3,1,3
1975,66,66,1,1,2,2,2,2,1,1,2,2,3,6,5,2,3,3,3,3,3,8,5,5,5,8,21,3,1,3,3,3,3,1,4,3,2,3,1,4,3,3
1956,2,3,3,4,2,2,2,2,4,3,3,5,5,5,5,6,6,6,5,7,7,4,7,9,8,3,6,7,2,2,2,2,2,1,2,2,1,1,1,3,2,4
7777,66,66,3,3,4,4,5,5,5,4,3,4,4,3,3,5,6,7,7,8,6,5,6,4,4,3,6,5,5,5,5,4,4,4,5,5,5,5,5,6,2,3
1964,2,2,2,4,2,4,1,3,2,2,0,3,4,5,5,2,8,7,4,6,4,2,1,4,8,9,8,8,2,4,1,2,3,2,4,2,3,2,1,3,4,4
1966,66,3,1,3,1,1,1,2,3,3,6,6,3,6,6,0,0,0,0,0,0,0,10,0,9,5,9,0,3,1,1,4,1,2,1,1,1,3,3,4,2,4
1982,66,66,3,6,1,3,2,4,1,2,1,3,3,5,5,5,7,7,4,7,6,5,5,9,8,6,7,5,1,4,2,1,2,1,6,2,2,2,2,3,3,3
1992,4,4,2,3,2,1,1,3,1,3,2,4,3,5,5,2,5,6,2,2,3,7,2,7,3,6,8,3,3,3,1,3,1,1,4,2,1,1,2,1,2,3
1983,1,66,1,2,3,1,1,1,3,2,4,4,4,4,4,4,8,8,5,7,7,8,3,10,6,8,4,5,3,3,2,2,2,2,2,2,2,2,2,2,3,4
1970,2,66,3,5,1,3,1,1,2,1,3,4,4,3,5,7,8,8,5,5,3,7,7,6,8,5,9,7,2,2,1,2,3,1,3,1,3,2,2,3,4,4
1974,2,2,1,4,1,3,2,1,2,5,3,4,3,6,6,7,4,8,5,7,7,3,6,7,7,7,17,8,4,3,3,3,3,1,3,4,4,3,3,3,3,2
1989,66,1,4,3,2,3,4,2,4,4,3,3,3,2,3,2,4,6,5,4,5,5,7,4,3,7,9,3,3,2,4,3,4,3,3,2,4,3,2,5,6,3
1959,77,66,3,4,2,3,1,4,4,3,1,1,5,6,6,3,2,2,0,0,1,77,4,9,7,3,9,1,3,4,1,2,3,1,5,2,1,1,1,3,3,3
1984,66,66,1,2,2,1,1,1,3,1,2,4,5,6,6,1,6,6,6,7,6,6,3,7,7,9,9,6,3,1,2,2,2,1,3,2,3,1,1,1,1,3
1961,4,4,4,4,1,5,2,4,2,3,0,0,3,5,6,1,8,7,4,5,4,8,1,9,7,2,4,6,1,3,2,2,4,2,6,2,2,2,2,3,4,3
1937,66,66,3,3,2,2,2,2,2,3,0,3,4,4,4,4,6,8,3,1,0,5,0,10,0,0,2,4,3,3,2,2,3,3,5,2,2,2,2,1,3,4
1972,77,77,2,5,3,4,2,3,5,3,2,4,5,5,5,7,5,7,5,5,4,6,3,8,6,3,8,6,4,3,3,3,3,4,4,4,4,3,3,2,3,3
1974,5,66,2,1,4,1,1,2,2,6,0,5,3,6,6,0,2,6,2,2,3,8,1,9,5,2,11,2,6,3,1,2,1,1,6,2,2,2,2,2,2,3
1951,1,1,3,1,3,2,3,3,1,4,4,5,2,2,4,3,7,8,5,5,7,8,3,10,5,3,4,6,4,2,1,3,1,1,2,3,2,2,3,1,3,3
1973,77,3,3,77,2,2,1,3,3,3,3,2,4,5,5,8,7,8,6,5,5,5,6,9,3,7,17,7,3,2,2,3,2,1,4,2,2,2,1,2,3,3
2003,66,66,3,4,3,5,3,2,4,2,5,2,4,3,3,7,7,5,4,7,6,6,6,7,5,4,9,5,3,4,5,2,3,3,4,3,4,2,3,4,5,4
1948,1,1,4,4,3,4,3,4,3,3,0,1,4,6,6,4,4,8,6,4,4,8,3,10,6,4,4,8,3,5,4,3,4,2,5,2,3,2,3,2,5,2
1946,66,66,4,5,2,4,2,4,2,3,2,2,4,4,4,2,7,8,2,5,7,88,88,8,6,3,2,4,2,3,2,2,3,3,5,2,2,3,3,3,2,3
1955,3,3,4,4,2,5,2,5,3,3,0,2,4,6,6,4,6,6,1,5,3,5,5,9,5,6,4,1,2,4,3,2,3,2,6,2,3,2,1,1,2,4
1947,2,2,3,6,1,3,2,3,1,2,0,0,4,6,6,6,9,9,1,88,88,4,4,10,9,8,8,7,2,4,1,2,3,2,6,2,3,2,1,3,3,4
1973,66,66,4,4,3,2,2,3,3,4,0,0,2,6,3,2,3,7,4,6,7,88,6,4,4,8,4,4,3,4,1,4,3,3,4,3,1,3,3,2,4,4
1978,66,66,1,6,1,1,1,2,5,3,4,4,6,6,6,5,6,7,0,1,2,6,4,9,5,9,9,0,1,2,1,2,1,1,4,3,3,2,2,2,2,3
1966,4,4,2,3,3,2,3,2,2,3,4,5,2,5,4,8,6,7,6,6,7,8,4,8,10,6,12,6,2,1,4,3,2,2,1,2,1,1,2,1,2,3
1979,1,1,3,2,2,2,1,1,2,3,4,5,5,5,6,3,6,7,7,6,6,9,4,10,7,6,9,6,3,2,1,2,2,2,2,2,3,1,2,1,1,3
1996,3,66,3,4,5,3,2,1,4,5,3,2,4,6,2,2,0,5,0,2,3,5,4,8,8,6,8,0,4,4,1,3,4,1,4,4,5,3,2,4,3,3
1989,77,77,1,4,1,2,1,2,4,2,0,4,5,6,4,3,7,8,5,6,7,77,10,10,8,9,17,7,2,4,2,2,1,1,5,1,1,1,1,3,4,5
1960,66,66,5,5,3,4,1,3,3,4,0,0,4,3,4,7,7,8,4,88,3,88,6,5,5,6,4,88,2,4,4,4,4,2,6,2,1,2,3,1,6,3
1953,1,66,4,3,3,2,2,3,2,3,0,4,4,5,5,2,4,5,2,88,88,7,3,7,5,5,4,2,3,3,1,2,1,1,4,2,3,2,3,4,3,4
1939,77,66,3,4,3,3,1,3,3,3,2,1,4,6,6,0,7,7,4,6,7,5,1,4,5,6,2,5,3,5,3,4,4,1,4,2,2,3,3,3,3,4
1969,77,77,3,88,88,88,88,88,77,77,2,3,2,6,6,6,6,6,4,6,88,77,6,10,8,4,17,4,77,77,3,3,3,1,77,77,77,88,88,3,88,3
1958,66,66,3,2,2,2,2,2,4,2,0,4,4,5,5,2,6,7,0,2,0,7,0,6,0,8,4,2,2,2,2,2,2,2,6,2,2,2,2,2,3,4
1997,8,66,1,5,2,1,1,1,3,1,6,6,6,6,5,6,6,7,2,4,7,5,8,9,6,10,17,5,1,2,1,1,1,2,1,4,1,1,1,3,1,4
2002,4,4,2,2,2,2,2,2,2,2,4,4,4,5,5,4,4,4,2,2,2,6,6,6,2,8,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
1992,1,66,2,3,1,3,3,3,2,1,3,1,5,6,6,3,5,7,2,88,88,6,3,7,5,4,9,2,1,3,1,2,2,1,3,2,4,1,1,4,2,4
1969,77,66,2,4,1,4,1,1,1,1,0,1,5,6,6,3,5,5,0,3,3,77,5,7,6,6,6,1,1,1,1,1,3,1,5,2,4,1,2,1,1,3
2003,4,4,2,3,1,2,2,3,2,2,0,2,3,6,6,8,6,6,7,8,8,7,8,9,7,8,9,7,3,3,2,2,2,1,3,3,3,3,2,2,3,4
1959,66,66,2,5,3,2,2,2,3,3,2,4,4,5,4,4,5,7,4,5,5,6,5,7,3,5,4,3,2,4,1,3,2,3,4,3,2,2,3,3,4,2
1961,1,66,2,3,1,2,1,2,2,2,0,2,6,6,6,7,7,7,5,8,8,10,0,10,7,7,11,4,2,2,2,1,2,1,5,2,2,2,2,1,2,4
1937,66,66,4,3,1,3,1,4,4,2,0,1,3,6,6,7,6,7,1,4,4,4,5,7,3,7,3,4,3,4,1,3,2,1,5,2,2,2,2,2,4,3
1949,2,2,1,5,2,2,1,4,2,2,0,2,6,6,2,0,6,8,0,4,6,0,8,8,7,3,3,0,1,6,4,1,2,1,6,2,2,2,2,2,2,4
1967,7,99,3,4,2,2,1,2,1,2,0,5,5,6,4,3,8,8,5,8,9,77,9,10,7,8,17,7,2,2,3,1,1,1,3,2,1,1,1,3,2,4
1948,66,66,3,3,3,3,2,4,2,2,3,3,5,4,8,5,3,4,2,2,2,4,4,5,1,5,4,3,2,5,5,3,3,2,6,1,2,1,2,3,3,5
1980,1,1,1,2,1,2,1,2,3,1,2,3,5,6,6,7,3,5,3,3,6,8,4,9,9,7,9,3,1,2,2,2,2,2,2,2,2,1,1,1,1,4
2007,66,66,4,1,1,3,4,3,4,3,4,3,4,6,6,5,2,3,3,3,4,5,10,10,10,7,4,2,2,1,1,3,3,1,1,3,1,4,1,4,1,5
1986,66,66,3,88,1,3,2,3,1,3,2,4,4,3,4,7,8,8,5,5,6,88,6,8,7,8,4,6,3,2,1,2,3,3,5,2,1,1,2,1,3,3
1984,4,66,2,3,2,2,1,3,2,2,0,5,6,6,6,5,2,6,2,2,5,8,9,5,5,8,17,0,1,4,2,2,2,2,5,1,1,2,2,1,4,3
1993,66,66,1,5,1,2,2,1,3,2,1,2,6,6,6,3,7,8,2,7,6,3,2,8,8,7,12,2,1,4,1,1,1,2,4,2,2,2,1,3,4,4
2000,66,66,1,2,1,3,1,1,5,1,5,5,5,6,6,4,5,7,3,3,3,7,3,1,0,0,9,5,1,1,1,1,4,3,1,4,1,1,1,1,1,3
1996,3,3,1,3,2,2,1,2,1,2,0,4,4,6,6,7,4,6,4,4,8,2,5,8,5,6,8,5,4,2,1,3,2,1,3,3,1,3,1,1,2,4
1993,3,66,1,2,2,2,2,2,77,2,3,3,3,3,3,5,2,5,2,3,88,5,2,9,6,0,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
