"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum"
1948,3,3,3,4,2,2,1,4,3,3,1,1,4,6,6,4,5,5,0,4,6,3,5,8,7,4,4,5,2,5,2,2,2,1,4,2,3,2,2,2,2,2
1981,66,88,5,1,5,4,1,2,2,2,6,6,5,8,8,5,9,10,5,10,88,5,5,10,88,0,5555,9,4,5,2,2,4,2,4,5,1,2,2,4,5,3
1996,5,5,1,3,1,1,1,1,1,2,2,4,4,6,6,6,7,8,5,5,5,6,6,8,7,4,18,6,3,2,1,1,1,1,2,1,1,1,1,3,2,4
1967,77,66,2,3,2,2,2,2,3,2,1,3,5,6,6,8,4,4,4,4,4,5,5,5,7,5,17,4,2,3,2,2,2,2,2,2,2,2,2,2,3,4
1942,66,66,88,4,3,88,88,3,2,3,4,3,5,3,0,3,5,3,0,0,5,5,5,10,0,66,1,0,2,5,1,1,3,1,3,2,1,1,88,1,6,55
1977,66,66,3,4,3,2,3,3,2,3,3,3,4,4,3,2,6,7,1,3,3,77,3,8,6,5,4,2,3,2,3,3,3,3,2,3,4,3,4,3,3,88
1962,2,66,3,3,1,3,3,2,3,1,3,2,4,4,6,4,3,4,1,3,8,3,7,5,7,7,4,4,1,6,3,1,2,1,3,2,1,1,2,3,4,4
1982,66,6,4,5,5,5,5,5,5,5,4,4,4,3,4,6,7,6,6,8,8,6,6,5,7,6,5,7,5,3,3,3,4,5,5,5,5,5,6,5,4,2
1974,88,66,4,5,1,3,2,2,5,1,4,0,5,8,6,0,1,4,0,2,5,88,88,0,0,0,4,3,1,3,1,1,2,1,3,4,2,3,1,1,3,3
1945,2,66,4,5,1,3,1,3,88,88,0,0,6,6,6,4,9,9,8,8,8,4,3,9,8,8,2,9,1,88,88,2,3,1,88,2,2,2,1,1,3,3
1947,77,77,4,4,3,4,2,4,3,2,0,1,4,5,5,3,4,7,4,5,5,5,9,10,6,4,2,6,3,5,3,3,4,2,4,3,3,2,2,2,5,3
1979,1,1,2,3,2,3,2,2,3,2,1,4,4,5,5,6,4,7,7,3,7,8,2,10,4,3,17,8,4,3,2,3,2,2,3,4,3,2,3,2,2,2
1961,3,3,3,4,1,2,1,4,2,1,0,0,5,6,6,7,4,10,2,4,6,4,1,8,6,7,2,4,1,4,2,1,3,1,5,1,2,2,1,1,3,4
1963,88,66,2,3,2,4,3,3,3,3,2,2,2,5,5,7,6,7,4,7,7,77,7,7,7,6,9,6,3,4,3,3,4,3,4,4,3,3,3,3,3,3
1971,5,66,2,3,4,2,2,3,5,3,1,0,4,5,4,6,7,8,5,4,6,6,2,6,6,5,8,4,3,2,2,3,1,2,4,3,4,2,1,2,3,3
1988,5,5,88,88,88,88,88,5,3,3,4,0,3,6,3,5,10,10,0,5,5,10,0,10,8,0,4,10,2,3,3,2,2,2,3,2,2,2,3,3,3,88
1967,66,66,3,1,3,4,3,4,3,5,3,3,2,4,4,5,0,2,0,2,2,2,88,7,5,3,4,2,5,4,2,4,3,4,6,4,3,3,3,4,4,4
1960,2,66,3,6,2,2,1,3,4,3,0,0,2,5,3,5,3,5,1,4,5,5,4,5,5,6,9,2,5,5,1,1,5,1,5,5,5,1,1,4,2,4
1953,66,66,3,4,1,1,2,3,2,2,0,0,0,8,8,2,5,10,0,0,5,88,88,8,0,88,2,5,1,5,2,3,3,3,6,2,5,2,2,1,6,3
1949,77,66,2,2,2,1,1,3,4,2,4,4,3,6,3,3,6,6,6,6,6,88,5,8,3,7,6,6,4,3,1,4,1,1,2,3,1,1,1,2,3,3
1988,66,66,2,4,2,2,2,2,2,2,2,4,4,2,2,2,88,88,88,88,88,88,2,2,2,8,4,88,2,2,2,2,2,2,4,2,2,2,2,2,2,4
1963,2,2,1,2,2,2,3,2,2,2,3,4,6,6,6,7,7,8,0,5,0,0,6,7,8,10,7,0,2,2,2,2,2,2,3,3,2,2,2,2,2,4
1989,3,66,3,3,3,3,1,3,2,2,3,3,4,5,5,7,6,7,5,88,88,5,6,8,4,5,4,6,3,3,3,3,2,1,4,2,4,2,4,4,3,3
2001,66,66,4,3,2,1,1,3,3,2,0,3,3,6,6,3,8,7,4,6,7,88,7,10,9,6,4,6,4,2,1,3,1,1,5,1,1,2,2,4,3,5
1949,2,2,2,5,1,2,1,2,2,1,0,2,5,5,5,5,7,8,5,7,6,4,5,8,8,4,8,6,1,3,1,1,2,1,6,2,1,1,1,2,3,3
1957,3,66,3,3,3,3,3,3,3,3,1,2,4,4,4,5,3,4,4,4,4,6,3,5,6,7,4,3,3,3,3,3,3,4,4,4,4,3,2,6,4,3
1962,77,66,2,4,1,1,1,3,3,3,0,0,5,6,6,5,7,8,5,88,88,88,5,10,8,6,9,6,3,3,3,3,3,3,4,3,3,2,3,2,3,88
1962,3,66,3,3,2,2,1,3,3,2,1,2,4,4,4,6,6,7,4,4,8,3,5,10,8,6,8,6,3,3,3,2,1,1,5,2,1,2,1,2,4,4
1994,66,66,4,1,1,4,1,2,2,3,6,3,3,6,6,0,5,5,3,5,7,5,5,10,6,5,9,0,2,2,1,3,3,1,1,2,1,2,3,3,1,3
1938,66,1,3,4,1,1,1,6,1,1,0,5,2,6,6,5,6,7,6,5,88,7,5,6,3,5,1,7,1,6,1,3,3,1,6,2,1,1,2,1,6,3
1963,66,66,4,4,2,4,1,4,2,2,0,0,5,6,6,4,5,5,0,0,0,5,2,8,0,5,9,0,2,4,2,2,4,2,4,2,2,3,3,2,4,3
1985,66,66,3,4,3,3,4,3,3,2,2,5,5,2,3,6,6,9,5,7,7,2,5,4,8,5,2,3,2,2,2,1,2,2,4,1,1,1,2,1,2,5
1970,1,66,2,1,4,3,3,2,3,4,0,1,3,6,6,0,6,6,0,6,7,9,0,8,8,6,11,6,5,1,1,2,2,2,6,1,1,1,1,3,1,4
1950,66,66,4,3,3,3,2,2,3,2,0,0,5,6,6,7,2,6,7,7,5,4,4,5,5,4,4,3,2,2,3,2,3,1,4,2,2,2,1,1,1,2
1965,3,3,1,2,4,2,1,1,2,4,0,6,6,2,4,3,6,7,3,4,5,0,4,8,7,7,5,4,5,4,2,2,3,2,4,2,2,3,4,2,3,3
1942,5,66,4,2,1,2,2,3,2,2,0,3,3,5,5,4,8,7,2,0,6,7,0,8,0,7,2,5,1,4,2,4,2,2,6,2,1,1,1,2,4,4
1952,4,4,3,5,1,2,1,3,4,2,0,3,6,6,3,0,1,3,0,2,2,8,3,10,10,10,4,3,4,1,1,2,3,1,4,2,1,2,2,4,1,88
1973,66,2,2,3,1,3,3,3,1,1,0,0,2,4,8,5,88,0,2,3,1,2,5,5,1,4,2,2,2,5,5,2,3,2,6,2,3,3,4,2,4,4
1965,77,66,5,5,2,2,2,2,2,2,0,0,3,6,1,0,3,10,0,2,3,5,1,9,6,1,4,1,5,3,3,3,5,2,5,5,5,1,2,2,2,3
2007,66,66,2,3,2,2,2,2,3,3,2,2,4,6,3,4,6,7,5,7,8,7,4,10,7,8,4,5,2,3,2,3,1,1,3,3,3,2,2,2,3,3
1967,2,66,3,4,2,2,2,3,3,3,2,3,5,6,6,7,7,7,3,5,5,4,6,9,2,6,17,7,3,3,2,3,3,2,4,2,3,4,3,3,4,3
1971,2,66,3,2,3,2,2,3,2,2,4,5,3,4,4,7,7,6,3,7,5,2,7,7,8,8,9,8,3,1,1,2,1,2,2,1,1,2,2,2,3,3
2000,66,1,1,1,1,1,1,1,2,1,1,4,4,6,6,8,9,10,5,0,0,7,10,10,10,10,9,8,2,1,1,1,1,1,1,5,4,2,1,4,3,4
1949,66,66,1,4,1,2,3,1,3,3,2,3,3,4,4,3,5,6,4,6,6,5,5,5,5,6,3,3,4,5,1,1,3,1,5,3,4,1,1,3,4,3
1945,66,66,2,3,3,3,3,4,3,3,4,4,5,3,3,6,7,7,4,5,5,5,4,5,5,5,12,7,3,3,3,3,2,3,3,4,4,3,3,3,2,2
1971,2,2,4,4,3,4,2,3,2,2,2,2,3,5,5,5,6,6,6,7,5,2,8,10,9,7,9,3,2,4,2,3,3,2,4,3,3,2,2,4,4,4
1999,77,1,2,4,3,3,3,3,3,3,2,2,3,3,3,7,7,7,7,7,7,7,6,6,6,7,18,7,2,4,3,3,3,3,5,4,3,3,3,3,3,4
1981,2,1,3,5,4,4,3,3,2,3,0,2,2,6,5,6,5,7,6,7,8,7,6,5,5,8,9,6,3,4,3,4,3,2,4,3,4,3,3,4,3,5
2008,66,66,2,3,4,4,1,1,4,3,5,4,3,8,8,0,7,7,8,7,9,77,4,8,7,7,4,8,3,4,3,1,1,88,3,1,1,1,3,1,1,4
1963,31,66,3,4,2,3,1,4,3,3,1,1,5,6,6,3,5,7,1,3,3,5,5,8,3,8,4,2,1,4,3,3,3,2,4,1,1,2,1,1,3,3
1942,66,66,5,6,5,4,1,4,3,6,0,0,2,3,4,10,7,9,7,8,7,6,0,8,5,66,2,8,3,5,3,4,6,1,3,6,2,3,5,1,3,55
1962,66,66,2,88,2,3,3,2,2,2,3,3,4,6,6,2,6,5,0,0,0,77,0,9,0,5,17,4,3,4,2,3,2,3,3,2,3,2,2,2,3,4
1943,66,66,4,5,3,3,2,4,2,3,1,1,4,3,4,5,8,8,5,7,6,6,4,8,6,6,2,7,2,4,3,3,4,2,4,3,3,4,3,3,4,3
2004,66,66,5,4,3,5,2,4,3,3,0,0,4,8,7,1,0,2,0,0,0,5,2,10,0,5,4,0,3,5,3,3,5,3,6,2,3,3,3,3,6,3
1973,4,99,2,2,2,1,1,2,1,4,4,6,3,3,3,2,6,9,6,2,9,7,0,10,0,7,9999,7,4,3,3,3,1,1,3,2,1,3,4,3,2,3
1985,77,66,88,1,1,88,1,6,77,77,0,8,8,8,7,88,77,77,0,77,77,88,10,88,0,88,7,77,88,88,88,88,1,1,6,88,88,1,1,1,1,5
1985,66,66,4,1,2,1,3,3,3,3,6,6,3,4,4,6,4,5,2,5,6,7,9,10,10,0,17,3,4,1,1,4,1,1,2,3,2,2,3,4,1,3
1970,66,66,2,6,2,3,3,2,2,3,1,5,6,6,6,8,9,8,2,5,5,6,7,10,9,8,17,7,2,3,3,2,3,3,3,2,2,3,3,3,2,3
1957,1,66,2,3,1,2,2,3,2,2,1,4,6,5,4,1,8,8,2,3,5,9,2,10,7,6,5,2,3,5,1,2,2,1,5,2,1,2,1,2,4,4
1972,66,66,2,3,2,3,3,88,3,4,2,3,4,4,4,1,7,9,3,8,6,88,5,2,4,3,9,3,4,3,3,77,3,4,4,4,3,3,4,4,4,4
1946,66,66,2,2,2,2,2,2,2,2,4,4,6,5,5,4,6,6,4,4,4,88,0,10,0,8,2,4,2,3,2,1,1,2,4,3,2,2,2,2,3,3
1955,1,66,1,3,3,3,2,3,3,4,0,6,4,4,3,1,4,6,2,0,0,7,1,8,1,1,6,4,5,3,2,3,3,1,5,3,1,2,2,1,3,2
1968,4,4,6,5,3,6,1,6,2,2,2,3,4,6,6,1,6,6,4,5,6,8,3,8,5,4,4,6,3,6,2,2,2,3,6,2,3,3,1,5,5,3
1952,5,66,2,6,1,3,2,2,2,2,0,2,4,5,4,1,7,9,7,6,5,8,2,10,10,8,4,7,2,3,1,2,1,3,6,2,2,1,2,2,1,4
1980,66,66,3,2,3,1,2,2,3,3,4,5,2,4,3,7,2,3,4,4,5,5,2,8,5,6,8,3,4,2,3,4,1,1,2,3,2,2,2,4,3,2
2003,1,1,3,4,1,4,2,3,3,3,5,2,5,4,5,7,5,7,2,1,2,77,4,8,3,5,8,1,3,5,4,3,3,3,5,2,5,1,1,3,4,4
2005,66,66,1,2,2,2,1,1,2,2,2,4,4,6,6,4,8,9,6,7,8,6,4,10,9,5,4,7,2,1,1,1,2,1,1,1,2,2,1,3,1,3
1940,66,66,4,4,3,4,2,4,4,3,2,2,3,3,3,5,4,5,3,4,4,5,5,4,3,4,4,4,3,4,3,3,4,3,5,3,3,3,3,2,4,4
2007,66,66,2,5,1,2,1,2,1,2,0,3,4,6,6,7,8,9,5,7,5,88,4,10,9,7,4,4,2,3,3,3,3,2,6,1,3,2,1,2,1,4
1966,3,2,3,4,1,5,2,2,2,2,5,5,4,6,6,8,8,7,0,5,2,0,10,10,6,88,5,0,2,88,1,3,3,88,2,88,1,2,1,1,4,3
1989,77,77,3,4,1,1,1,3,2,2,3,4,4,6,5,6,7,7,2,2,1,77,5,9,5,3,15,4,3,3,1,2,1,1,3,2,2,2,2,2,2,4
1974,77,77,2,3,3,3,3,2,3,3,3,1,4,6,5,6,6,7,5,88,88,77,5,8,2,3,9,5,3,3,2,3,3,3,3,3,3,3,3,3,2,4
1987,4,66,3,3,3,2,2,2,4,4,2,4,4,5,4,6,6,9,6,4,5,6,3,6,2,3,9,6,5,1,3,3,3,2,3,3,2,3,1,4,4,3
1985,3,66,2,3,2,2,3,2,3,2,6,6,4,5,5,4,6,9,3,5,5,3,6,9,9,6,6,3,3,2,2,2,1,3,4,3,2,2,3,1,2,5
2003,77,66,2,3,3,3,4,3,3,3,4,4,3,6,6,4,3,7,0,88,88,88,5,10,7,3,9,88,4,3,3,3,3,2,2,4,3,2,3,4,3,3
1982,2,2,2,4,1,2,1,4,1,1,3,6,5,5,6,6,8,7,6,7,7,3,8,10,9,7,17,4,4,5,3,2,3,3,5,3,6,1,1,1,3,4
1980,4,4,2,3,1,2,2,3,3,3,4,3,4,6,6,6,3,7,5,4,3,7,9,9,5,1,9,7,3,3,3,2,2,1,3,4,2,2,2,3,3,1
1976,5,1,1,1,4,1,1,3,1,3,4,6,3,8,8,0,2,4,8,9,9,10,0,10,9,0,9,10,4,1,1,4,1,1,3,3,1,3,3,3,2,3
2003,77,66,3,4,3,3,3,5,3,3,4,2,5,3,3,2,2,7,1,5,6,77,5,7,7,3,9,2,3,5,3,3,3,3,3,2,2,1,2,1,3,4
1963,1,66,1,6,2,2,2,2,2,2,0,2,6,4,4,8,8,8,1,1,2,6,2,10,6,9,4,3,1,1,1,2,2,2,5,2,3,2,2,2,2,3
1979,6,6,5,6,2,5,1,4,5,2,3,1,6,5,6,9,5,7,5,5,7,5,8,10,7,10,11,5,1,5,1,2,4,1,6,1,1,2,1,2,5,3
1982,3,3,3,3,3,3,3,3,3,3,3,2,3,5,5,5,5,6,5,7,5,3,7,9,8,8,11,3,3,4,3,3,3,3,3,4,2,2,1,4,4,4
1940,66,66,4,6,5,4,3,3,3,2,0,0,3,6,6,0,10,10,10,10,10,77,0,10,10,0,1,10,2,3,3,4,3,5,6,6,4,4,4,4,2,88
1944,77,66,4,3,4,2,3,2,3,3,1,1,4,6,6,3,2,3,0,2,4,77,3,9,6,2,6,0,3,2,3,3,3,3,2,5,4,5,2,3,2,2
8888,2,66,3,6,2,1,2,2,2,1,3,2,4,6,6,5,10,9,7,7,7,4,7,10,7,9,17,7,1,1,1,1,2,2,3,2,2,2,77,2,2,4
1977,4,66,3,3,3,3,2,2,3,3,4,4,4,5,5,7,8,8,5,7,7,7,6,8,2,6,4,8,4,2,2,3,3,2,5,3,3,3,3,4,3,2
2000,2,2,2,6,1,2,1,2,4,1,1,4,5,5,6,4,8,7,7,7,8,3,7,10,5,10,9,8,2,2,1,1,1,1,5,5,6,1,1,3,1,5
1991,6,66,1,6,1,1,1,1,2,1,2,2,3,5,6,2,8,8,5,4,6,5,8,10,8,8,17,7,1,1,1,2,1,2,4,5,3,1,1,2,1,3
1949,66,66,1,4,3,2,2,2,2,2,2,5,6,6,5,0,2,4,1,3,3,77,4,10,10,8,6,0,3,4,1,2,2,1,4,2,3,2,1,2,4,2
1964,3,66,3,5,2,2,2,3,3,2,6,2,6,6,6,3,1,7,0,2,7,88,10,10,10,10,8,1,2,5,3,3,3,3,3,3,4,3,3,2,4,3
1950,2,2,5,4,1,3,3,4,4,3,0,4,3,6,6,5,7,8,4,6,2,3,8,10,8,8,4,5,3,4,2,2,4,1,5,3,3,2,2,2,3,3
2004,66,66,2,2,2,2,2,2,2,2,4,4,4,8,8,2,77,88,88,88,88,77,77,88,88,88,6,88,2,2,2,2,2,2,2,2,2,2,2,2,2,88
1947,2,2,4,4,3,4,2,4,2,3,1,2,4,6,6,5,6,6,5,7,5,2,7,10,7,5,4,3,3,4,3,3,4,2,4,3,3,2,2,2,4,4
1980,77,66,3,4,3,3,3,3,3,3,0,4,6,6,6,5,8,8,3,3,4,88,88,10,7,8,8,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4
1954,66,66,3,3,1,2,1,4,3,1,1,2,6,6,4,6,5,7,4,7,7,3,6,10,8,7,4,5,2,3,1,2,3,1,4,3,3,3,1,1,4,3
1949,2,2,2,4,2,2,2,2,2,2,2,2,4,6,6,2,4,4,2,2,2,2,8,8,8,8,4,2,2,2,2,2,2,2,5,2,2,2,2,2,2,4
1999,66,66,1,2,1,2,2,1,2,2,2,2,5,6,6,4,8,6,3,2,4,4,8,10,9,4,10,2,4,2,2,1,2,2,2,3,2,1,1,3,2,4
7777,66,66,4,4,4,3,4,4,4,4,3,2,2,3,3,4,6,6,5,8,7,8,4,3,5,5,18,6,4,3,3,4,4,4,4,5,5,5,5,5,5,2
1964,1,1,3,3,3,3,3,2,2,3,3,3,4,6,6,5,3,7,6,2,6,7,0,10,4,3,4,8,3,4,2,2,2,2,4,3,3,3,3,3,4,2
1942,66,66,6,6,2,5,2,4,4,6,0,0,4,4,6,7,10,10,10,10,10,1,0,10,4,0,2,10,1,3,2,3,6,1,5,6,1,1,6,1,3,88
1949,1,1,4,3,2,3,1,3,3,3,1,2,5,6,6,5,8,9,6,6,6,9,1,10,9,6,4,7,1,3,3,2,2,1,3,3,1,2,2,1,3,5
1970,77,66,2,1,1,3,1,2,4,3,0,0,4,6,6,6,4,4,2,3,3,5,5,8,5,7,4,3,2,2,1,1,2,1,6,2,1,1,1,2,2,4
1991,77,66,88,88,88,88,88,88,88,88,6,6,6,8,8,77,77,77,77,77,77,77,88,10,88,0,11,77,88,88,88,88,88,88,88,88,88,88,88,88,88,4
1993,66,77,2,4,2,3,3,3,3,3,0,2,6,6,8,7,8,8,4,6,88,5,5,9,8,7,9,5,3,3,3,1,3,3,3,3,3,1,1,1,3,4
1963,2,66,2,6,1,5,2,3,2,2,2,0,4,5,5,6,7,8,5,8,7,5,8,7,5,8,9,5,2,2,2,2,4,2,5,2,4,2,2,3,2,3
1966,77,66,3,3,2,3,1,4,2,3,4,2,5,6,4,6,8,9,2,7,5,77,6,10,8,7,17,4,3,3,3,3,3,1,4,2,4,3,1,3,3,4
1972,1,1,3,2,3,2,3,2,3,3,4,4,4,6,6,4,5,5,5,5,5,8,5,10,5,5,17,5,2,2,2,3,2,3,2,3,3,3,3,2,1,3
1950,66,66,2,4,3,4,1,3,2,3,0,2,3,6,3,0,6,8,0,5,7,77,2,10,5,7,4,0,3,3,1,4,3,1,5,2,1,2,2,2,3,3
1935,66,66,88,88,88,88,88,88,88,88,0,0,4,6,8,5,7,7,5,5,5,88,6,8,88,4,4,5,88,88,88,88,88,88,88,88,88,88,88,88,88,88
1971,66,66,3,2,2,2,3,5,2,3,1,1,4,6,3,3,7,6,3,6,8,77,5,8,8,3,3,5,3,2,1,2,3,3,5,3,2,2,2,3,4,5
2007,66,66,66,66,66,66,66,66,66,66,4,4,4,6,6,4,7,7,4,7,7,88,10,6,7,7,4,7,66,66,66,66,66,66,66,66,66,66,66,66,66,4
1986,66,66,1,1,2,2,2,1,2,2,6,6,3,4,4,0,4,2,0,2,5,0,4,7,0,7,4,4,1,1,2,3,2,2,1,88,1,2,3,3,1,4
2003,66,66,3,6,3,6,2,3,5,3,3,0,3,6,3,6,8,7,7,9,7,77,8,0,0,0,4,7,1,4,2,3,6,3,4,88,1,5,4,2,1,88
1950,66,66,5,4,2,4,2,4,5,4,3,2,4,5,4,0,8,9,6,6,6,88,1,7,6,7,4,2,3,4,3,3,3,4,5,2,1,2,1,1,2,3
1993,77,77,77,77,2,88,77,88,88,88,3,7,7,5,6,4,6,6,88,88,88,77,4,8,5,3,11,5,88,77,77,77,77,77,77,77,77,77,77,77,77,3
2004,66,66,2,5,1,2,2,2,1,2,2,3,4,6,6,7,9,9,3,5,5,88,5,10,10,7,8,4,2,3,2,2,2,1,4,1,2,1,1,3,2,3
1982,66,66,2,6,2,1,1,1,1,1,2,4,5,4,5,3,7,9,3,6,8,6,6,9,6,10,17,6,1,1,1,1,1,2,4,2,2,1,1,2,1,4
1999,2,2,1,5,1,2,3,1,3,2,3,5,5,6,6,2,2,8,5,1,1,2,8,10,7,9,9,3,4,2,1,2,2,4,2,3,1,2,1,3,3,3
1941,66,66,5,5,2,5,2,4,2,4,0,0,4,5,6,6,4,8,3,3,3,5,1,10,6,0,2,5,2,5,4,3,4,2,5,2,2,2,3,1,5,2
1995,66,66,4,4,4,3,4,4,4,4,5,5,5,4,4,5,6,6,6,7,7,8,4,6,6,6,4,4,4,4,4,4,4,5,5,5,5,4,4,4,5,4
1959,66,66,4,4,5,4,4,4,4,4,3,2,4,4,4,5,3,4,3,5,5,88,6,6,88,88,4,4,3,4,4,4,3,4,5,4,4,3,4,4,3,4
1970,77,66,3,3,2,3,2,2,3,3,3,4,4,4,3,2,4,4,1,1,1,10,5,10,5,7,4,2,2,3,1,3,2,1,3,3,3,2,1,2,3,4
1952,4,4,3,3,3,3,3,4,4,3,0,0,3,6,6,0,7,6,0,3,3,7,0,8,4,0,4,4,3,4,3,4,4,3,3,3,3,3,3,3,4,3
1991,77,66,1,3,1,2,2,2,2,1,3,1,5,6,6,2,6,6,6,6,6,5,8,8,8,2,18,3,2,4,1,1,2,2,4,1,1,1,1,3,4,4
1964,77,66,2,3,2,2,2,2,2,2,0,0,6,6,6,6,7,8,4,5,5,88,88,10,8,6,9,6,2,4,2,2,2,2,4,2,2,2,2,2,2,3
1981,77,77,4,3,3,2,4,3,3,4,4,3,4,5,5,4,6,7,6,8,7,6,6,6,8,7,18,6,3,2,3,2,4,3,4,2,3,3,4,3,4,5
1956,6,66,2,3,3,2,2,2,2,3,2,3,4,4,3,6,6,6,4,5,5,4,4,7,6,6,4,6,3,3,2,3,1,2,3,2,2,2,3,3,3,4
1990,2,2,3,4,2,3,4,4,2,2,1,0,2,3,4,4,7,7,5,8,8,3,3,8,3,5,8,5,3,3,4,4,2,2,3,3,2,4,4,4,2,4
1963,66,66,3,6,3,2,2,2,2,2,0,0,3,6,6,2,8,7,1,1,5,5,5,9,7,5,9,5,1,3,1,1,1,2,6,2,2,2,3,1,4,3
1962,77,66,2,3,2,2,1,2,4,2,6,5,6,6,6,5,3,6,0,1,5,6,8,10,8,6,2,0,2,2,2,1,2,1,2,2,1,1,1,1,2,4
1986,1,1,1,3,2,3,1,2,4,2,2,3,4,6,6,5,7,8,6,6,4,6,7,8,5,6,5,5,2,2,2,2,2,1,3,1,1,1,1,1,4,3
1965,66,66,5,4,5,5,5,4,5,5,4,3,4,3,5,5,8,8,4,5,5,2,6,5,6,5,20,8,4,4,6,5,3,4,5,5,5,5,3,6,5,4
1963,77,77,88,88,3,1,1,88,1,88,5,5,8,6,6,4,7,10,7,7,7,10,0,10,7,88,8,9,88,88,88,3,1,1,88,1,1,3,88,1,5,3
1986,66,66,3,1,2,2,88,3,4,4,2,2,5,6,8,3,88,88,88,88,88,5,88,7,9,4,13,4,3,2,2,3,2,3,3,3,3,2,2,2,2,4
7777,66,66,88,5,88,5,3,88,88,3,0,0,6,8,8,2,0,4,0,0,0,5,2,88,3,5,7777,0,3,77,3,3,88,88,5,88,88,3,3,77,88,3
1954,66,66,4,88,1,88,2,5,4,5,0,0,6,8,8,0,88,5,0,88,88,2,3,8,5,88,7777,5,1,4,3,3,6,2,5,3,2,3,3,1,5,3
1949,77,1,5,5,2,1,1,5,2,4,1,1,3,3,3,5,2,2,0,2,2,8,0,10,5,4,2,0,2,5,1,3,3,1,6,1,1,2,1,1,5,4
1979,66,66,1,6,3,3,1,2,3,4,0,0,2,4,4,5,9,10,6,7,7,7,8,7,4,9,8,7,1,3,1,3,1,2,6,2,2,2,3,2,2,4
1989,66,66,1,2,3,4,2,2,3,2,4,5,4,5,4,6,88,5,1,3,6,4,7,5,8,7,9,6,1,1,1,1,1,3,2,4,3,2,3,2,1,5
1993,3,3,1,6,1,1,1,1,1,1,0,1,6,6,6,6,5,7,5,4,4,5,7,8,6,7,9,1,1,3,2,2,1,2,4,1,1,1,2,2,3,3
2000,2,2,1,6,1,2,1,1,2,1,4,5,4,5,6,9,7,7,5,2,9,3,8,10,6,9,9,2,1,1,1,1,1,2,2,4,5,1,1,6,1,3
1982,88,66,2,4,2,2,2,3,3,2,4,3,3,5,4,4,1,7,1,4,4,77,6,6,6,5,18,1,2,3,1,1,1,1,4,4,2,2,2,1,2,5
1949,1,1,3,3,2,5,2,2,4,2,5,0,3,6,6,8,6,9,4,2,2,10,5,8,1,9,8,4,2,2,2,3,2,1,2,3,2,2,1,2,1,3
1954,1,1,3,4,1,2,2,2,2,2,3,3,3,4,4,0,7,7,5,6,7,8,0,10,5,6,1,5,2,4,3,3,3,1,4,1,1,1,1,1,4,4
1968,3,3,2,4,2,3,1,3,2,2,0,1,6,6,6,4,2,5,2,3,3,3,4,8,6,7,17,4,3,5,2,2,2,1,5,2,3,1,1,1,3,3
1982,3,3,3,2,4,5,2,4,3,4,5,3,4,3,4,6,7,8,6,6,6,5,5,6,7,8,17,7,3,5,3,2,4,3,4,3,3,4,3,3,3,5
1983,66,66,1,4,1,2,1,4,3,1,0,3,6,6,6,5,4,6,2,0,9,1,10,5,8,6,12,0,1,4,1,1,1,1,6,1,1,1,1,1,5,5
1981,4,66,1,3,3,2,1,2,3,5,3,2,3,4,6,3,6,7,2,4,6,7,2,8,4,3,9,5,5,3,1,3,2,3,4,4,1,1,3,4,2,2
1994,3,3,1,3,1,1,1,1,3,1,3,3,5,6,6,8,6,6,4,6,8,4,9,10,10,9,9,4,3,3,1,1,1,1,3,3,2,1,1,1,2,5
1939,1,1,2,4,3,3,1,4,3,1,3,3,6,3,3,5,8,8,6,6,5,8,3,10,7,3,2,6,1,4,3,1,4,1,5,1,1,1,1,1,2,3
2004,66,66,2,4,4,3,2,2,2,4,4,3,2,6,4,5,6,7,2,4,6,8,7,8,7,9,9,5,4,3,2,4,2,1,2,2,3,3,1,5,2,4
1965,77,66,3,5,1,2,1,3,1,2,1,1,4,6,6,5,6,7,2,5,5,77,5,9,9,8,4,4,2,3,1,2,2,2,5,2,2,1,2,3,3,3
2000,7,7,1,2,1,3,1,1,1,1,4,3,6,6,5,1,9,8,5,8,8,1,6,10,8,9,11,8,3,1,1,1,1,1,3,1,4,1,1,2,1,4
1968,7,66,3,3,2,2,2,2,1,2,1,2,3,5,5,3,6,6,5,7,7,3,7,7,7,7,9,6,2,2,1,2,1,2,4,1,1,1,1,2,2,4
2008,66,66,2,2,3,3,3,3,3,4,2,2,2,5,4,5,3,2,2,3,3,5,5,5,5,7,6,5,3,4,3,2,3,3,4,3,3,3,2,3,3,4
1973,2,2,1,3,1,3,2,2,1,1,5,3,6,6,6,3,7,7,6,7,7,2,9,8,9,8,9,4,1,2,1,1,1,1,4,2,4,1,1,2,1,4
2003,66,66,3,4,2,3,4,3,2,2,0,0,1,6,6,5,0,10,0,0,0,5,0,5,5,0,4,5,2,5,2,2,2,2,2,2,3,2,2,1,2,1
